Year,Year_Ceremony,Ceremony,Category_Globes,Film,Nominee,Win_Globe,Song_Title,Country
1995,1996,53,Best Performance by an Actor in a Motion Picture - Musical or Comedy,The American President,Michael Douglas,FALSE,,
1995,1996,53,Best Performance by an Actress in a Motion Picture - Musical or Comedy,The American President,Annette Bening,FALSE,,
1995,1996,53,Best Screenplay - Motion Picture,The American President,Aaron Sorkin,FALSE,,
1995,1996,53,Best Motion Picture - Drama,The Bridges of Madison County,,FALSE,,
1995,1996,53,Best Performance by an Actress in a Motion Picture - Drama,The Bridges of Madison County,Meryl Streep,FALSE,,
1995,1996,53,Best Performance by an Actress in a Supporting Role in any Motion Picture,The Crossing Guard,Anjelica Huston,FALSE,,
1995,1996,53,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",The Heidi Chronicles,Tom Hulce,FALSE,,
1995,1996,53,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,The Heidi Chronicles,Jamie Lee Curtis,FALSE,,
1995,1996,53,Best Television Limited Series or Motion Picture Made for Television,The Heidi Chronicles,,FALSE,,
1995,1996,53,Best Performance by an Actor in a Television Series - Musical or Comedy,The Larry Sanders Show,Garry Shandling,FALSE,,
1995,1996,53,Best Performance by an Actress in a Television Series - Musical or Comedy,The Nanny,Fran Drescher,FALSE,,
1995,1996,53,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,The Piano Lesson,Charles S. Dutton,FALSE,,
1995,1996,53,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,The Tuskegee Airmen,Laurence Fishburne,FALSE,,
1995,1996,53,Best Performance by an Actor in a Supporting Role in any Motion Picture,The Usual Suspects,Kevin Spacey,FALSE,,
1995,1996,53,Best Performance by an Actor In A Television Series - Drama,The X-Files,David Duchovny,FALSE,,
1995,1996,53,Best Performance by an Actress In A Television Series - Drama,The X-Files,Gillian Anderson,FALSE,,
1995,1996,53,Best Performance by an Actress in a Motion Picture - Musical or Comedy,To Die For,Nicole Kidman,TRUE,,
1995,1996,53,Best Performance by an Actor in a Motion Picture - Musical or Comedy,"To Wong Foo, Thanks For Everything! Julie Newmar",Patrick Swayze,FALSE,,
1995,1996,53,Best Performance by an Actor in a Supporting Role in any Motion Picture,"To Wong Foo, Thanks For Everything! Julie Newmar",John Leguizamo,FALSE,,
1995,1996,53,Best Motion Picture - Musical or Comedy,Toy Story,,FALSE,,
1995,1996,53,Best Original Song - Motion Picture,Toy Story,Randy Newman,FALSE,You've Got a Friend In Me,
1995,1996,53,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Truman,Gary Sinise,TRUE,,
1995,1996,53,Best Television Limited Series or Motion Picture Made for Television,Truman,,FALSE,,
1995,1996,53,Best Performance by an Actor in a Supporting Role in any Motion Picture,Twelve Monkeys,Brad Pitt,TRUE,,
1995,1996,53,Best Performance by an Actress in a Motion Picture - Musical or Comedy,While You Were Sleeping,Sandra Bullock,FALSE,,
1995,1996,53,Cecil B. deMille Award,,Sean Connery,FALSE,,
1996,1997,54,Best Performance by an Actress in a Motion Picture - Musical or Comedy,101 Dalmatians,Glenn Close,FALSE,,
1996,1997,54,Best Performance by an Actor in a Television Series - Musical or Comedy,3rd Rock From The Sun,John Lithgow,TRUE,,
1996,1997,54,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",3rd Rock From The Sun,Kristen Johnston,FALSE,,
1996,1997,54,Best Television Series - Musical or Comedy,3rd Rock From The Sun,,TRUE,,
1996,1997,54,Best Performance by an Actor in a Supporting Role in any Motion Picture,A Time to Kill,Samuel L. Jackson,FALSE,,
1996,1997,54,Best Motion Picture - Drama,Breaking the Waves,,FALSE,,
1996,1997,54,Best Performance by an Actress in a Motion Picture - Drama,Breaking the Waves,Emily Watson,FALSE,,
1996,1997,54,Best Performance by an Actress In A Television Series - Drama,Chicago Hope,Christine Lahti,FALSE,,
1996,1997,54,Best Television Series - Drama,Chicago Hope,,FALSE,,
1996,1997,54,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Crime of the Century,Stephen Rea,FALSE,,
1996,1997,54,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Crime of the Century,David Paymer,FALSE,,
1996,1997,54,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Crime of the Century,Isabella Rossellini,FALSE,,
1996,1997,54,Best Television Limited Series or Motion Picture Made for Television,Crime of the Century,,FALSE,,
1996,1997,54,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Cybill,Christine Baranski,FALSE,,
1996,1997,54,Best Performance by an Actress in a Television Series - Musical or Comedy,Cybill,Cybill Shepherd,FALSE,,
1996,1997,54,Best Performance by an Actress In A Television Series - Drama,"Dr. Quinn, Medicine Woman",Jane Seymour,FALSE,,
1996,1997,54,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",ER,Noah Wyle,FALSE,,
1996,1997,54,Best Performance by an Actor In A Television Series - Drama,ER,Anthony Edwards,FALSE,,
1996,1997,54,Best Performance by an Actor In A Television Series - Drama,ER,George Clooney,FALSE,,
1996,1997,54,Best Performance by an Actress In A Television Series - Drama,ER,Sherry Stringfield,FALSE,,
1996,1997,54,Best Television Series - Drama,ER,,FALSE,,
1996,1997,54,Best Motion Picture - Musical or Comedy,Everyone Says I Love You,,FALSE,,
1996,1997,54,Best Director - Motion Picture,Evita,Alan Parker,FALSE,,
1996,1997,54,Best Motion Picture - Musical or Comedy,Evita,,TRUE,,
1996,1997,54,Best Original Song - Motion Picture,Evita,Andrew Lloyd Webber,TRUE,"""You Must Love Me""",
1996,1997,54,Best Original Song - Motion Picture,Evita,Tim Rice,TRUE,"""You Must Love Me""",
1996,1997,54,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Evita,Antonio Banderas,FALSE,,
1996,1997,54,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Evita,Madonna,TRUE,,
1996,1997,54,Best Director - Motion Picture,Fargo,Joel Coen,FALSE,,
1996,1997,54,Best Motion Picture - Musical or Comedy,Fargo,,FALSE,,
1996,1997,54,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Fargo,Frances McDormand,FALSE,,
1996,1997,54,Best Screenplay - Motion Picture,Fargo,Ethan Coen,FALSE,,
1996,1997,54,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Frasier,David Hyde-Pierce,FALSE,,
1996,1997,54,Best Performance by an Actor in a Television Series - Musical or Comedy,Frasier,Kelsey Grammer,FALSE,,
1996,1997,54,Best Television Series - Musical or Comedy,Frasier,,FALSE,,
1996,1997,54,Best Television Series - Musical or Comedy,Friends,,FALSE,,
1996,1997,54,Best Performance by an Actor in a Supporting Role in any Motion Picture,Ghosts of Mississippi,James Woods,FALSE,,
1996,1997,54,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Gotti,Armand Assante,FALSE,,
1996,1997,54,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Gotti,Anthony Quinn,FALSE,,
1996,1997,54,Best Television Limited Series or Motion Picture Made for Television,Gotti,,FALSE,,
1996,1997,54,Best Performance by an Actress in a Television Series - Musical or Comedy,Grace Under Fire,Brett Butler,FALSE,,
1996,1997,54,Best Television Limited Series or Motion Picture Made for Television,Hidden in America,,FALSE,,
1996,1997,54,Best Performance by an Actor in a Television Series - Musical or Comedy,Home Improvement,Tim Allen,FALSE,,
1996,1997,54,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,If These Walls Could Talk,Demi Moore,FALSE,,
1996,1997,54,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",If These Walls Could Talk,Cher,FALSE,,
1996,1997,54,Best Television Limited Series or Motion Picture Made for Television,If These Walls Could Talk,,FALSE,,
1996,1997,54,Best Motion Picture - Musical or Comedy,Jerry Maguire,,FALSE,,
1996,1997,54,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Jerry Maguire,Tom Cruise,TRUE,,
1996,1997,54,Best Performance by an Actor in a Supporting Role in any Motion Picture,Jerry Maguire,Cuba Gooding Jr.,FALSE,,
1996,1997,54,Best Motion Picture - Foreign Language,Kolya,Jan Sverák,TRUE,,Czech Republic
1996,1997,54,Best Screenplay - Motion Picture,Lone Star,John Sayles,FALSE,,
1996,1997,54,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Losing Chase,Beau Bridges,FALSE,,
1996,1997,54,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Losing Chase,Helen Mirren,TRUE,,
1996,1997,54,Best Television Limited Series or Motion Picture Made for Television,Losing Chase,,FALSE,,
1996,1997,54,Best Motion Picture - Foreign Language,Luna e l'Altra,Maurizio Nichetti,FALSE,,Italy
1996,1997,54,Best Performance by an Actor in a Television Series - Musical or Comedy,Mad About You,Paul Reiser,FALSE,,
1996,1997,54,Best Performance by an Actress in a Television Series - Musical or Comedy,Mad About You,Helen Hunt,TRUE,,
1996,1997,54,Best Television Series - Musical or Comedy,Mad About You,,FALSE,,
1996,1997,54,Best Performance by an Actress in a Motion Picture - Drama,Marvin's Room,Meryl Streep,FALSE,,
1996,1997,54,Best Performance by an Actress In A Television Series - Drama,Melrose Place,Heather Locklear,FALSE,,
1996,1997,54,Best Original Score - Motion Picture,Michael Collins,Elliot Goldenthal,FALSE,,
1996,1997,54,Best Performance by an Actor in a Motion Picture - Drama,Michael Collins,Liam Neeson,FALSE,,
1996,1997,54,Best Performance by an Actor In A Television Series - Drama,Millennium,Lance Henriksen,FALSE,,
1996,1997,54,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Mother,Debbie Reynolds,FALSE,,
1996,1997,54,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Norma Jean and Marilyn,Ashley Judd,FALSE,,
1996,1997,54,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Norma Jean and Marilyn,Mira Sorvino,FALSE,,
1996,1997,54,Best Performance by an Actor In A Television Series - Drama,NYPD Blue,Jimmy Smits,FALSE,,
1996,1997,54,Best Television Series - Drama,NYPD Blue,,FALSE,,
1996,1997,54,Best Original Song - Motion Picture,One Fine Day,James Newton Howard,FALSE,"""For the First Time""",
1996,1997,54,Best Original Song - Motion Picture,One Fine Day,Jud J. Friedman,FALSE,"""For the First Time""",
1996,1997,54,Best Original Song - Motion Picture,One Fine Day,Allan Dennis Rich,FALSE,"""For the First Time""",
1996,1997,54,Best Television Series - Drama,Party of Five,,FALSE,,
1996,1997,54,Best Performance by an Actor in a Supporting Role in any Motion Picture,Primal Fear,Edward Norton,TRUE,,
1996,1997,54,Best Motion Picture - Foreign Language,Prisoner of the Mountains,Sergei Bodrov,FALSE,,Russia
1996,1997,54,Best Performance by an Actor in a Motion Picture - Drama,Ransom,Mel Gibson,FALSE,,
1996,1997,54,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Rasputin,Alan Rickman,TRUE,,
1996,1997,54,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Rasputin,Ian McKellen,TRUE,,
1996,1997,54,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Rasputin,Greta Scacchi,FALSE,,
1996,1997,54,Best Television Limited Series or Motion Picture Made for Television,Rasputin,,TRUE,,
1996,1997,54,Best Motion Picture - Foreign Language,Ridicule,Patrice Leconte,FALSE,,France
1996,1997,54,Best Motion Picture - Drama,Secrets & Lies,,FALSE,,
1996,1997,54,Best Performance by an Actress in a Motion Picture - Drama,Secrets & Lies,Brenda Blethyn,TRUE,,
1996,1997,54,Best Performance by an Actress in a Supporting Role in any Motion Picture,Secrets & Lies,Marianne Jean-Baptiste,FALSE,,
1996,1997,54,Best Television Series - Musical or Comedy,Seinfeld,,FALSE,,
1996,1997,54,Best Director - Motion Picture,Shine,Scott Hicks,FALSE,,
1996,1997,54,Best Motion Picture - Drama,Shine,,FALSE,,
1996,1997,54,Best Original Score - Motion Picture,Shine,David Hirschfelder,FALSE,,
1996,1997,54,Best Performance by an Actor in a Motion Picture - Drama,Shine,Geoffrey Rush,TRUE,,
1996,1997,54,Best Screenplay - Motion Picture,Shine,Jan Sardi,FALSE,,
1996,1997,54,Best Performance by an Actor in a Television Series - Musical or Comedy,Spin City,Michael J. Fox,FALSE,,
1996,1997,54,Best Performance by an Actress in a Television Series - Musical or Comedy,Suddenly Susan,Brooke Shields,FALSE,,
1996,1997,54,Best Original Song - Motion Picture,That Thing You Do!,Adam Schlesinger,FALSE,"""That Thing You Do!""",
1996,1997,54,Best Motion Picture - Musical or Comedy,The Birdcage,,FALSE,,
1996,1997,54,Best Performance by an Actor in a Motion Picture - Musical or Comedy,The Birdcage,Nathan Lane,FALSE,,
1996,1997,54,Best Performance by an Actor in a Supporting Role in any Motion Picture,The Crucible,Paul Scofield,FALSE,,
1996,1997,54,Best Performance by an Actress in a Supporting Role in any Motion Picture,The Crucible,Joan Allen,FALSE,,
1996,1997,54,Best Motion Picture - Foreign Language,The Eighth Day,Jaco Van Dormael,FALSE,,Belgium
1996,1997,54,Best Director - Motion Picture,The English Patient,Anthony Minghella,FALSE,,
1996,1997,54,Best Motion Picture - Drama,The English Patient,,TRUE,,
1996,1997,54,Best Original Score - Motion Picture,The English Patient,Gabriel Yared,TRUE,,
1996,1997,54,Best Performance by an Actor in a Motion Picture - Drama,The English Patient,Ralph Fiennes,FALSE,,
1996,1997,54,Best Performance by an Actress in a Motion Picture - Drama,The English Patient,Kristin Scott Thomas,FALSE,,
1996,1997,54,Best Performance by an Actress in a Supporting Role in any Motion Picture,The English Patient,Juliette Binoche,FALSE,,
1996,1997,54,Best Screenplay - Motion Picture,The English Patient,Anthony Minghella,FALSE,,
1996,1997,54,Best Performance by an Actress in a Supporting Role in any Motion Picture,The Evening Star,Marion Ross,FALSE,,
1996,1997,54,Best Original Score - Motion Picture,The Hunchback of Notre Dame,Alan Menken,FALSE,,
1996,1997,54,Best Television Series - Musical or Comedy,The Larry Sanders Show,,FALSE,,
1996,1997,54,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",The Late Shift,Kathy Bates,TRUE,,
1996,1997,54,Best Original Score - Motion Picture,The Mirror Has Two Faces,Marvin Hamlisch,FALSE,,
1996,1997,54,Best Original Song - Motion Picture,The Mirror Has Two Faces,Barbra Streisand,FALSE,I've Finally Found Someone,
1996,1997,54,Best Original Song - Motion Picture,The Mirror Has Two Faces,Bryan Adams,FALSE,I've Finally Found Someone,
1996,1997,54,Best Original Song - Motion Picture,The Mirror Has Two Faces,Marvin Hamlisch,FALSE,I've Finally Found Someone,
1996,1997,54,Best Original Song - Motion Picture,The Mirror Has Two Faces,Robert John Lange,FALSE,I've Finally Found Someone,
1996,1997,54,Best Performance by an Actress in a Motion Picture - Musical or Comedy,The Mirror Has Two Faces,Barbra Streisand,FALSE,,
1996,1997,54,Best Performance by an Actress in a Supporting Role in any Motion Picture,The Mirror Has Two Faces,Lauren Bacall,TRUE,,
1996,1997,54,Best Performance by an Actress in a Television Series - Musical or Comedy,The Nanny,Fran Drescher,FALSE,,
